Title
Supervision of the construction works of the infrastructure of ISCED Uíge
Supervision of the Construction works of the Infrastructure of ISCED Huila
External Financial Auditor
Consulting Services for A Baseline Assessment and Contextual Analysis of Kakuma and Dadaab–Hagadera Municipalities
Consultant Service for support PMD for managing the implementation of DHST and CCST
"TA to build up tax policy mechanisms/methodologies/tools and capacity to analyze and report on tax policies, including tax expenditures/tax gap analysis and MoFEA revenue projections"
S-FSRP National Project Administration
Consultancy services to develop the COMESA model policy on the Carbon Market
"Integrated Feasibility, Design Basis, DED, Tender Support, and Construction Supervision for Village and MPA Infrastructure"
Engagement of a consulting firm to undertake validation of ASCENT countries Carbon Project
Consultancy  Services for Upgrade of the Leachate System
Monitoring and Evaluating Specialist
Pricing & Interconnection Specialist for NCA
DEVELOPMENT OF BUSINESS STRATEGY FOR GAMSWITCH
Senior Financial Management Specialist for PCU
Engagement of Resident Consultant for the Revenue Tax Policy Division
"Consulting Services for Municipality-Wide Infrastructure Needs Assessment, Feasibility Studies, Detailed Engineering Designs, And Preparation of Procurement Documents and Environmental and Social Instruments – North Eastern Region - Kenya"
"Consulting Services for Municipality-Wide Infrastructure Needs Assessment, Feasibility Studies, Detailed Engineering Designs, And Preparation of Procurement Documents and Environmental and Social Instruments – Nyanza and Western Regions - Kenya"
CONSULTANCY SERVICES TO CONDUCT IT SECURITY ASSESSMENT FOR AFRICA UNION COMMISSION
MONITORING  AND EVAULATION OFFICER
Consulting Service for Long-Term Human Resources Technical Assistance and Support
"Consulting Services for Municipality-Wide Infrastructure Needs Assessment, Feasibility Studies, Detailed Engineering Designs, And Preparation of Procurement Documents and Environmental and Social Instruments – Central Region – Kenya"
"Consulting Services for Municipality-Wide Infrastructure Needs Assessment, Feasibility Studies, Detailed Engineering Designs, And Preparation of Procurement Documents and Environmental and Social Instruments – Rift Valley Region - Kenya"
Individual Consultant as Financial Management Specialist
"Consulting Services for Municipality-Wide Infrastructure Needs Assessment, Feasibility Studies, Detailed Engineering Designs, And Preparation of Procurement Documents and Environmental and Social Instruments – Coast and Eastern Regions - Kenya"
CONSULTANCY SERVICES FOR THE ROAD SAFETY AUDIT (RSA) OF THE REHABILITATION OF 238 KILOMETERS OF THE SERENJE TO MPIKA ROAD (THE GREAT NORTH ROAD - T002)
Development of Technical Documentation for the Protection of Sjenica against high waters of the Grabovica River and its tributaries
Serviço de Consultoria para fiscalização da Construção do Ramal e Terminal Ferroviário da PL Caála
Social Safeguard Specialist UBEC PIU
Project Accountant
"External Financial Auditor ""EDL"""
Civil Engineer - Individual Consultant
Consulting Services for the Preparation of Detailed Designs and Environmental and Social Studies for the Vilankulos Coastal Protection Project
GFPP - Procurement of individual consulting services for Procurement and procurement manual & guidelines Development
Project Manager PIU
SNBS Senior Executive Assistant
"Recrutement d’un partenaire facilitateur pour appuyer le Projet STAR RDC dans la réalisation des activités des Travaux à Haute Intensité de Main d’œuvre (THIMO) dans les Provinces du Kwango, Kwilu et Mai-Ndombe"
Technical Assistance for RMI Building Code Implementation Support
ASEAN RE Project Database and Investment Assessment & Derisking Financing Framework
Financial Management Officer for CEGEB
Regional Power System Planning and Modelling Expert
"Policy, Legal & Regulatory, Institutional Development Expert"
