Title
Purchase and delivery of equipment and software for Workshops on resocialisation for the State Department of Execution of Criminal Sanctions of Ukraine
Purchase of intellectual services in the area of women’s health in sport across generations
"Procurement of Local Consultancy Services for the Project ""Quality Education for All – Building Democratic Resilience – North Macedonia"""
Purchase of intellectual services in the area of recovery and management of illicit assets
"Procurement of International Consultancy Services within the Framework of the Project ""Quality Education for All – Building Democratic Resilience – North Macedonia"""
DIT-26-2697 IT SUPPORT GENEVA OFFICE
DIT-26-3195_TMA APPLICATIVE_LOT 1 APPLICATIONS METIER_PHASE 1 CANDIDATURES
"Consultancy services on deliberative democracy, human rights at local level, good democratic governance and MELC in Bosnia and Herzegovina"
Consultancy services for the design of an investigation manual for the Council of Europe’s investigation function
Consultancy services for the strategic review of the Council of Europe’s web presence
2026AO29_014_UA_Software_Licences_Procurement_International Public Call for Tenders
International public call for tenders for the provision of event management and organisation services in Greece
"CyberSPEX project_EVENT MANAGEMENT SERVICES in Milan, Italy on 30 September – 2 October 2026"
DGS-26-1030 RENOVATION DES ETANCHEITES PALAIS DE L'EUROPE V2
DGA-26-2672 CONTRAT CADRE TRAVAUX DE PLATRERIE
2026/AO/19 - CALL FOR TENDERS FOR THE PROVISION OF INTELLECTUAL CONSULTANCY SERVICES WITHIN THE FRAMEWORK OF THE PROGRAMMES OF ACTIVITY OF THE REYKJAVIK PROCESS AND ENVIRONMENT DEPARTMENT
"2026/AO/01 - PROVISION OF CONSULTANCY SERVICES, IN THE FIELD OF NON-DISCRIMINATION, COMBATING HATRED AND RACISM IN THE REPUBLIC OF MOLDOVA"
