Title
"Provision of Services for WMO Website Hosting, Maintenance, Security, and Development"
REQUEST FOR PROPOSAL for Development of Four Courses within the Joint ISDB/ISFD/GPE funded Project: SMART-ED
HQ26NF207_EOI for Global LTAs for Nutrition Research Services
Oracle Flexcube Upgrade and Managed Services
"Development, Validation and Operationalization of a Regional Capacity Strengthening Learning System for Community-Based Organizations (CBOs), Refugee-Led Organizations (RLOs) and Local Actors in West"
REQUEST FOR PROPOSAL: No. SRFP/CAI/004/2026 FOR THE ESTABLISHMENT OF A FRAME AGREEMENT FOR THE PROVISION OF CONSULTATION SERVICES FOR THE PROTECTION AND HEALTHCARE FOR REFUGEES IN EGYPT
"Provision of NWFP Legal Review, Value Chain Analysis, and Capacity Building Services under GCP/TUR/904/GFF"
RfP26/03324: GTF/ Pilot Programme for Home Owners  Associations
Elaboration d'un document d’orientation sur la contribution des approches de sauvegarde du patrimoine vivant fondées sur les communautés aux cadres de développement durable en Afrique
Elaboration of a policy paper on the contribution of community-based approaches to safeguarding living heritage to sustainable development frameworks in Africa
PROVISION OF LEARNING EXPERIENCE PLATFORM (LXP)
Establish LTA for Provision of Security Services to UNICEF Main Office and Field Offices
Request to contract an international consultancy (APW) to provide technical assistance to ARMED in the implementation of the Institutional Development Plan
For the provision of services related to strengthening the capacity of countries in monitoring and reporting for industry under the enhanced transparency framework under UNIDO Project: Partnership for Net Zero Industry (SAP ID: 230085)
FOR THE PROVISION OF SERVICES RELATED TO SCALING UP COPROCESSING IN COLOMBIA: UPSTREAM WASTE ASSESSMENT AND DOWNSTREAM CEMENT PLANT INTEGRATION
"Supply, Delivery & Installation of Musical Sound System and Musical Stage in Gambia"
RFP EM/LEB Third-Party Monitoring (TPM) for Provision of Lifesaving In-Hospital Care for Vulnerable Populations in Lebanon
RFQ Services - Capacity Building Programme for Governmental Employees and Operators In Southern Governorates – Iraq
"Call for proposal: Implementing Partner to conduct Vocational Skills Training, Career Guidance, Work-Readiness and Entrepreneurship Support in Jasmine Supply Chain Communities in Gharbia Governorate"
The Provision of Consulting Services for Delivering the Capacity Building Training Programme on Malnutrition Case Management
The Provision of Consulting Services for Capacity Building in Operation and Maintenance of Health Infrastructure and Medical Equipment
INSTITUTIONAL CONSULTANCY TO SUPPORT THE IDENTIFICATION AND PRIORITIZATION OF OPTIONS FOR EXPANDING FISCAL SPACE FOR SOCIAL PROTECTION AT NATIONAL AND SUBNATIONAL LEVELS IN KENYA.
Study on quality and sustainable development. UNIDO Project “Global Quality and Standards Programme (GQSP) - Phase 2”
"Developing and Applying a Traditional, Complementary and Integrative Medicine (TCIM) Macroeconomic, Social, Environmental and Biodiversity Analysis Framework [WHO-SHQ-GTMC-RFP-26-3022]"
Revision of National Competency Classification Pilot for NES - LMIS
UNDP/RFP/25/2026-Civic Engmt-Intergenerational Policy Dialogue in Koshi Province
UNDP/RFP/26/2026-Civic Engmt-Intergenerational Policy Dialogue Series_Madhesh
Organization/Company to deliver a care accelerator
Supply and delivery of an Injection moulding Machine.
"Capacity Building, Train-the-Trainer (ToT) on Industry 4.0 curricula"
Strengthening National Capacity on Embedding Circular Economy
Servicios de aceleradora de proveedoras de empresas lideradas por Mujeres-Chile
Training courses on inclusive digital transformation
Procurement of Chiller Training Units ( 30 to 50 kW unit R290)
Consultancy for a Just Transition Skills Diagnostic and Sector Skills Action Roadmap in Sri Lanka
UNDP/RFQ/31/2026-SBGIN-Energy Retrofitting of Public Buildings in Dhangadhi
"National Institutional Consultancy Service for “Stronger Civil Society for Stronger Accountability on Child Rights in Türkiye: Improving Monitoring, Engagement and Advocacy at Central and Local Levels"
Consultoria Programa SuperAção
"RFQ/207/2026/WAZ/ROAS-Consultancy Services for Survey, Design, and Tender Documentation Rehabilitation of Iaat Agricultural Roads"
RFP Survey of Inspectorates and the Private Sector on the Impact of the Law on I
UNDP/RFQ/33/2026 RFQ for Supply and Delivery of 4WD Double Cab Pick Up Vehicles
Recrutement d un Cabinet pour la refonte de signalement en ligne
"Procurement, Deployment, and Operationalization of Digital Human Rights and Protection Monitoring Systems in Borno and Adamawa States."
"RFP/2026/020 - Policy, Systems, and Sustainability Analysis for ADAPT Results"
"RFQ/212/2026/GAH/ROAS Event Management Services for the EIIP Guidelines and National Public Works Programme Initiative in Erbil, Iraq"
Hiring a National firm for the Preparation of a Rapid Assessment on Regulating Labour Administration in EPZs and other industrial zones: Bangladesh and international practices
RFQ Production of three animated videos based on career guidance booklets under the ILO–Korea Youth Employment Project/ Co-Hanoi
RFQ -  Production of two videos for ILO-Korea Youth Employment and Just Transition projects
Estudio de Mercado Laboral y Oportunidades Economicas
RFP-005/26:Consultancy Service to Conduct a National Study on Climate Security
Nº UNFPA/SEN/RFQ/25/009
Consultoria para Desenvolver Roadmap para Transição Energética
"RFP for Designing, Developing, and Pilot Testing of Improved Dry Fish Processing and Drying Systems (For suppliers registered in Sri Lanka)"
"Request for quotation - Research on Responsible Labour Practices in Viet Nam: Electronics Sector Case - Qualitative component, Responsible Electronics Initiatives, ILO"
RFP Materiales pedagóg. Capacitación Prevención violencia política de género ECU
RFP-067-IND-2026-Engagement of Service Provider for Undertaking a Diagnostics St
UNDP/RFQ/2026/32 - CO - LTA for Messenger Services for UN House
RFP - Pre-Feasibility Scoping and Strategic Roadmap Design for a  Nature-based C
RFQ for Complex Service :Implement the Climate Empower Project addressing gender
PHISHING SIMULATION AND SECURITY AWARENESS TRAINING PLATFORM
"Provision of services required for in-country seminar organization on industrial statistics in Dushanbe, Tajikistan. UNIDO Project: “Improvement of industrial statistics and development of indicators of industrial performance for policy-relevant analysis"
"Procurement of International Air Ticket – Suva, Fiji to Rarotonga (Avarua), Cook Islands"
"Provision of Catering Services for a Capacity-Building Workshop Cook Islands, 18-19 August 2026"
"Procurement of Venue, Catering and Conference Facilities for the Training Workshop in Port Moresby, Papua New Guinea"
RFQ/200/2026/GAH/ROAS - RFQ for Service-Rapid Assessment of the Social Protection Floor (SPF) in Syria
Procurement for assessment and prioritization of industrial synergies in selected GEIPP Industrial Parks in South Africa
Request for Quotation for Technical Feasibility and Investment Planning Studies
Mise en œuvre du Suivi post-distribution et formation dans le cadre du projet OSRO/MAG/137/CHA
"Fortalecimiento de capacidades en interculturalidad, género e inclusión laboral para actores del mundo del trabajo en Chile - OIT Cono Sur"
2026/RFQ-T1/OSH: Meeting packages for one day workshop on 17 September 2026
2026/RFQ-T1/OSH: Meeting packages for organizing one day workshop on 31 August 2026
"Expression of Interest for Technical Assessment and Pilot Activities for Multifunctional Forest Management Planning in Green Belt Astana, Kazakhstan"
"Provision of Services for Regional Value Chain Mapping and Diagnostics for Enhanced Value Addition, Compliance, and Upgrading in EC OWAS - UNIDO Project 240104"
Provision of Protection and Shelter Support for Victims of Trafficking in South
Venue for MNCH Commodity Tracking System in Abuja for 18th to 19th Aug 2026
"Engineering services for the Project Design, Site Supervision and Quality Assurance of Prefabricated and Modular Infrastructure, including complementary civil works in Schools accross the West Bank"
Office Furniture and Equipment for Security and Justice Institutions
"Réunion du comité technique, suite atelier diagnostic - 05 Août 2026"
RFQ/206/2026/GAH/ROAS - Event management service for Social Dialogue Forum in Erbil 6 and 18 August 2026
Licitación RFP9205353 Fortalecimiento de capacidades para “Consultoría para el desarrollo de la Iniciativa de fortalecimiento de capacidades del Programa de Alimentación Escolar”
LRPS-2026-9205329 for TOR Access and Coverage Evaluation (ACE) for Nutrition Products in Cambodia
Policy Brief on the Use of Artificial Intelligence by Research Ethics Committee and Institutional Review Boards
communications services  under a long-term agreement
Cabinet pour l’élaboration Plan d Urgence pour le Développement Communautaire
RBTC-Building an understanding of access to grievance-handling and labour dispute resolution mechanisms for platform workers in Sri Lanka
Training Support and Monitoring for Creative Industry Development in Turkana
PROVISION OF UNARMED PRIVATE SECURITY GUARD SERVICES FOR ALL UNITED NATIONS AGENCIES IN SIERRA LEONE.
Request for Proposal for School Safety Programme for Jammu and Kashmir
"Provision of Conference venue hire, Accommodation  and conference meals  for the"
Institutional Service for Quality Improvement in Emergency Obstetric and Newborn Care (EmONC) and Sick Newborn Care Units (SNCUs) through simulation-based approach in Lumbini Province
Producción de contenidos audiovisuales y levantamiento fotográfico MUITF
LTA for provision of warehouse casual laborers' services
Provision of Professional Service Provider to Develop a Bilingual Good Practice
